Exchange,Token,LotSize,Symbol,TradingSymbol,Instrument,TickSize,
NSE,23438,100,TAC,TAC-SM,SM,0.05,
NSE,14506,400,SYSTANGO,SYSTANGO-SM,SM,0.05,
NSE,10793,1,SYRMA,SYRMA-EQ,EQ,0.05,
NSE,17203,600,SYNOPTICS,SYNOPTICS-SM,SM,0.05,
NSE,10243,1,SYNGENE,SYNGENE-EQ,EQ,0.05,
NSE,11992,1,SYNCOMF,SYNCOMF-EQ,EQ,0.01,
NSE,24190,1,SYMPHONY,SYMPHONY-EQ,EQ,0.1,
NSE,24267,2000,SYLVANPLY,SYLVANPLY-SM,SM,0.05,
NSE,12489,1,SWSOLAR,SWSOLAR-EQ,EQ,0.05,
NSE,27066,1,SWIGGY,SWIGGY-EQ,EQ,0.05,
NSE,11912,1,SWELECTES,SWELECTES-BE,BE,0.05,
NSE,11492,1200,SWASTIK,SWASTIK-SM,SM,0.05,
NSE,3384,1,SWARAJENG,SWARAJENG-EQ,EQ,0.1,
NSE,8608,500,SWARAJ,SWARAJ-SM,SM,0.05,
NSE,27095,1,SWANENERGY,SWANENERGY-EQ,EQ,0.05,
NSE,29164,1,SWANDEF,SWANDEF-BE,BE,0.01,
NSE,5023,1,SVPGLOB,SVPGLOB-BE,BE,0.01,
NSE,15121,1,SVLL,SVLL-EQ,EQ,0.05,
NSE,12018,1,SUZLON,SUZLON-EQ,EQ,0.01,
NSE,24854,1,SUYOG,SUYOG-BE,BE,0.05,
NSE,3005,1,SUVIDHAA,SUVIDHAA-BE,BE,0.01,
NSE,17945,1,SUVENPHAR,SUVENPHAR-EQ,EQ,0.1,
NSE,11233,1,SUVEN,SUVEN-EQ,EQ,0.01,
NSE,28646,1,SUULD,SUULD-BZ,BZ,0.01,
NSE,13804,1,SUTLEJTEX,SUTLEJTEX-BE,BE,0.01,
NSE,2970,1,SURYODAY,SURYODAY-EQ,EQ,0.01,
NSE,3375,1,SURYAROSNI,SURYAROSNI-EQ,EQ,0.05,
NSE,11852,1,SURYALAXMI,SURYALAXMI-EQ,EQ,0.01,
NSE,8524,200,SURANI,SURANI-ST,ST,0.05,
NSE,10700,1,SURANAT&P,SURANAT&P-EQ,EQ,0.01,
NSE,21077,1,SURANASOL,SURANASOL-EQ,EQ,0.01,
NSE,27334,1,SURAKSHA,SURAKSHA-EQ,EQ,0.05,
NSE,24966,1,SURAJLTD,SURAJLTD-EQ,EQ,0.05,
NSE,20822,1,SURAJEST,SURAJEST-EQ,EQ,0.05,
NSE,7390,1,SUPRIYA,SUPRIYA-EQ,EQ,0.05,
NSE,21074,500,SUPREMEPWR,SUPREMEPWR-ST,ST,0.05,
NSE,13419,1,SUPREMEINF,SUPREMEINF-BZ,BZ,0.01,
NSE,3363,1,SUPREMEIND,SUPREMEIND-EQ,EQ,0.1,
NSE,1401,1,SUPREMEENG,SUPREMEENG-BE,BE,0.01,
NSE,29439,1,SUPREME,SUPREME-EQ,EQ,0.01,
NSE,11689,1,SUPRAJIT,SUPRAJIT-EQ,EQ,0.05,
NSE,3357,1,SUPERSPIN,SUPERSPIN-EQ,EQ,0.01,
NSE,20616,1,SUPERHOUSE,SUPERHOUSE-EQ,EQ,0.01,
NSE,13404,1,SUNTV,SUNTV-EQ,EQ,0.05,
NSE,17641,1,SUNTECK,SUNTECK-EQ,EQ,0.05,
NSE,20213,1600,SUNREST,SUNREST-SM,SM,0.05,
NSE,3351,1,SUNPHARMA,SUNPHARMA-EQ,EQ,0.1,
NSE,24868,1200,SUNLITE,SUNLITE-SM,SM,0.05,
NSE,3348,1,SUNFLAG,SUNFLAG-EQ,EQ,0.01,
NSE,1663,1,SUNDROP,SUNDROP-EQ,EQ,0.05,
NSE,3345,1,SUNDRMFAST,SUNDRMFAST-EQ,EQ,0.05,
NSE,4179,1,SUNDRMBRAK,SUNDRMBRAK-EQ,EQ,0.05,
NSE,2183,1,SUNDARMHLD,SUNDARMHLD-EQ,EQ,0.05,
NSE,3339,1,SUNDARMFIN,SUNDARMFIN-EQ,EQ,0.5,
NSE,18931,1,SUNDARAM,SUNDARAM-EQ,EQ,0.01,
NSE,20956,1,SUNCLAY,SUNCLAY-EQ,EQ,0.1,
NSE,21275,1,SUMMITSEC,SUMMITSEC-EQ,EQ,0.1,
NSE,11140,1,SUMIT,SUMIT-EQ,EQ,0.01,
NSE,17105,1,SUMICHEM,SUMICHEM-EQ,EQ,0.05,
NSE,13218,1,SULA,SULA-EQ,EQ,0.05,
NSE,11804,1,SUKHJITS,SUKHJITS-EQ,EQ,0.01,
NSE,3327,1,SUDARSCHEM,SUDARSCHEM-EQ,EQ,0.1,
NSE,3324,1,SUBROS,SUBROS-EQ,EQ,0.05,
NSE,967,1,SUBEXLTD,SUBEXLTD-EQ,EQ,0.01,
NSE,19,1,STYRENIX,STYRENIX-EQ,EQ,0.1,
NSE,25114,1,STYLEBAAZA,STYLEBAAZA-EQ,EQ,0.05,
NSE,5186,1,STYLAMIND,STYLAMIND-EQ,EQ,0.1,
NSE,2107,1,STOVEKRAFT,STOVEKRAFT-EQ,EQ,0.05,
NSE,9309,1,STLTECH,STLTECH-EQ,EQ,0.01,
NSE,4299,1,STERTOOLS,STERTOOLS-EQ,EQ,0.05,
NSE,21488,1,STEL,STEL-BE,BE,0.05,
NSE,21339,1,STEELXIND,STEELXIND-EQ,EQ,0.01,
NSE,10406,1,STEELCITY,STEELCITY-EQ,EQ,0.01,
NSE,6803,1,STEELCAS,STEELCAS-EQ,EQ,0.05,
NSE,10948,1,STCINDIA,STCINDIA-EQ,EQ,0.01,
NSE,9305,1,STARTECK,STARTECK-EQ,EQ,0.05,
NSE,3291,1,STARPAPER,STARPAPER-EQ,EQ,0.01,
NSE,7083,1,STARHEALTH,STARHEALTH-EQ,EQ,0.05,
NSE,21091,1,STARCEMENT,STARCEMENT-EQ,EQ,0.01,
NSE,7374,1,STAR,STAR-EQ,EQ,0.05,
NSE,24226,1,STANLEY,STANLEY-EQ,EQ,0.05,
NSE,29205,1,STALLION,STALLION-BE,BE,0.01,
NSE,11829,1,SSWL,SSWL-EQ,EQ,0.01,
NSE,18056,500,SSFL,SSFL-SM,SM,0.05,
NSE,24697,200,SSEGL,SSEGL-SM,SM,0.05,
NSE,24856,1,SSDL,SSDL-EQ,EQ,0.01,
NSE,28635,1,SRPL,SRPL-BZ,BZ,0.01,
NSE,23402,1,SRM,SRM-EQ,EQ,0.05,
NSE,14411,1000,SRIVASAVI,SRIVASAVI-SM,SM,0.05,
NSE,14582,1,SRHHYPOLTD,SRHHYPOLTD-EQ,EQ,0.05,
NSE,18119,1,SRGHFL,SRGHFL-EQ,EQ,0.05,
NSE,3273,1,SRF,SRF-EQ,EQ,0.1,
NSE,31837,1,SREEL,SREEL-EQ,EQ,0.01,
NSE,25737,1,SRD,SRD-EQ,EQ,0.01,
NSE,8521,800,SPRL,SPRL-SM,SM,0.05,
NSE,25306,2000,SPPPOLY,SPPPOLY-SM,SM,0.05,
NSE,10733,1,SPORTKING,SPORTKING-EQ,EQ,0.01,
NSE,3321,1,SPMLINFRA,SPMLINFRA-EQ,EQ,0.01,
NSE,9617,1,SPLPETRO,SPLPETRO-EQ,EQ,0.05,
NSE,11938,1,SPLIL,SPLIL-BE,BE,0.01,
NSE,3252,1,SPIC,SPIC-EQ,EQ,0.01,
NSE,8163,1,SPENCERS,SPENCERS-EQ,EQ,0.01,
NSE,16876,800,SPECTSTM,SPECTSTM-SM,SM,0.05,
NSE,30455,1,SPECTRUM,SPECTRUM-EQ,EQ,0.1,
NSE,27107,1,SPECIALITY,SPECIALITY-EQ,EQ,0.01,
NSE,24252,600,SPCL,SPCL-ST,ST,0.05,
NSE,19375,1,SPCENET,SPCENET-BE,BE,0.01,
NSE,14788,1,SPARC,SPARC-EQ,EQ,0.01,
NSE,11435,1,SPANDANA,SPANDANA-EQ,EQ,0.05,
NSE,18252,1,SPAL,SPAL-EQ,EQ,0.05,
NSE,9678,1,SOUTHWEST,SOUTHWEST-EQ,EQ,0.01,
NSE,5948,1,SOUTHBANK,SOUTHBANK-EQ,EQ,0.01,
NSE,3021,1,SOTL,SOTL-EQ,EQ,0.05,
NSE,14993,1200,SOTAC,SOTAC-SM,SM,0.05,
NSE,9463,1500,SONUINFRA,SONUINFRA-ST,ST,0.05,
NSE,6596,1,SONATSOFTW,SONATSOFTW-EQ,EQ,0.05,
NSE,8806,1,SONAMLTD,SONAMLTD-EQ,EQ,0.01,
NSE,23052,1000,SONAMAC,SONAMAC-SM,SM,0.05,
NSE,4684,1,SONACOMS,SONACOMS-EQ,EQ,0.05,
NSE,17794,1,SOMICONVEY,SOMICONVEY-EQ,EQ,0.01,
NSE,4201,1,SOMATEX,SOMATEX-EQ,EQ,0.01,
NSE,3880,1,SOMANYCERA,SOMANYCERA-EQ,EQ,0.05,
NSE,1234,125,SOLEX,SOLEX-ST,ST,0.05,
NSE,13332,1,SOLARINDS,SOLARINDS-EQ,EQ,1,
NSE,3672,1,SOLARA,SOLARA-EQ,EQ,0.05,
NSE,8266,1,SOFTTECH,SOFTTECH-EQ,EQ,0.05,
NSE,13826,1,SOBHA,SOBHA-EQ,EQ,0.1,
NSE,4843,1,SNOWMAN,SNOWMAN-EQ,EQ,0.01,
NSE,850,4040,SMVD,SMVD-ST,ST,0.05,
NSE,14329,1,SMSPHARMA,SMSPHARMA-EQ,EQ,0.01,
NSE,21551,1,SMSLIFE,SMSLIFE-EQ,EQ,0.1,
NSE,6843,1,SMLT,SMLT-EQ,EQ,0.01,
NSE,3387,1,SMLISUZU,SMLISUZU-EQ,EQ,0.1,
NSE,2320,1,SMCGLOBAL,SMCGLOBAL-EQ,EQ,0.01,
NSE,9889,1,SMARTLINK,SMARTLINK-EQ,EQ,0.01,
NSE,22832,1,SMALLCAP,SMALLCAP-EQ,EQ,0.01,
NSE,23692,800,SLONE,SLONE-ST,ST,0.05,
NSE,13631,1,SKYGOLD,SKYGOLD-EQ,EQ,0.05,
NSE,10325,500,SKP,SKP-SM,SM,0.05,
NSE,4732,1,SKMEGGPROD,SKMEGGPROD-EQ,EQ,0.01,
NSE,9428,1,SKIPPER,SKIPPER-EQ,EQ,0.05,
NSE,3186,1,SKFINDIA,SKFINDIA-EQ,EQ,0.1,
NSE,18883,1,SJVN,SJVN-EQ,EQ,0.01,
NSE,6643,1,SJS,SJS-EQ,EQ,0.05,
NSE,20542,250,SJLOGISTIC,SJLOGISTIC-SM,SM,0.05,
NSE,14096,1,SIYSIL,SIYSIL-EQ,EQ,0.05,
NSE,29210,1,SITINET,SITINET-BZ,BZ,0.01,
NSE,21501,1,SIS,SIS-EQ,EQ,0.05,
NSE,11050,1,SIRCA,SIRCA-EQ,EQ,0.05,
NSE,381,1,SINTERCOM,SINTERCOM-EQ,EQ,0.01,
NSE,16859,1,SINDHUTRAD,SINDHUTRAD-EQ,EQ,0.01,
NSE,23480,1,SINCLAIR,SINCLAIR-EQ,EQ,0.01,
NSE,3162,1,SIMPLEXINF,SIMPLEXINF-EQ,EQ,0.05,
NSE,14616,1,SIMBHALS,SIMBHALS-BE,BE,0.01,
NSE,16777,1,SILVRETF,SILVRETF-EQ,EQ,0.01,
NSE,9422,1,SILVERTUC,SILVERTUC-EQ,EQ,0.05,
NSE,7942,1,SILVERIETF,SILVERIETF-EQ,EQ,0.01,
NSE,15085,1,SILVERETF,SILVERETF-EQ,EQ,0.01,
NSE,30274,1,SILVERCASE,SILVERCASE-EQ,EQ,0.01,
NSE,8080,1,SILVERBEES,SILVERBEES-EQ,EQ,0.01,
NSE,10761,1,SILVERADD,SILVERADD-EQ,EQ,0.01,
NSE,756150,1,SILVER360,SILVER360-EQ,EQ,0.01,
NSE,13082,1,SILVER1,SILVER1-EQ,EQ,0.01,
NSE,8003,1,SILVER,SILVER-EQ,EQ,0.01,
NSE,19097,1,SILLYMONKS,SILLYMONKS-EQ,EQ,0.01,
NSE,23736,2000,SILKFLEX,SILKFLEX-SM,SM,0.05,
NSE,4105,1,SILINV,SILINV-EQ,EQ,0.05,
NSE,2495,1,SILGO,SILGO-BE,BE,0.01,
NSE,11297,1,SIL,SIL-EQ,EQ,0.01,
NSE,6218,1,SIKKO,SIKKO-EQ,EQ,0.01,
NSE,25950,1,SIHF27,SIHF27-N0,N0,0.01,
NSE,22656,1,SIGNPOST,SIGNPOST-EQ,EQ,0.01,
NSE,23150,1000,SIGNORIA,SIGNORIA-ST,ST,0.05,
NSE,18743,1,SIGNATURE,SIGNATURE-EQ,EQ,0.1,
NSE,16658,1,SIGMA,SIGMA-EQ,EQ,0.05,
NSE,4522,1,SIGIND,SIGIND-EQ,EQ,0.01,
NSE,6663,1,SIGACHI,SIGACHI-EQ,EQ,0.01,
NSE,3150,1,SIEMENS,SIEMENS-EQ,EQ,0.1,
NSE,3148,1000,SIDDHIKA,SIDDHIKA-SM,SM,0.05,
NSE,13740,1,SHYAMTEL,SHYAMTEL-EQ,EQ,0.01,
NSE,4693,1,SHYAMMETL,SHYAMMETL-EQ,EQ,0.05,
NSE,10192,1,SHYAMCENT,SHYAMCENT-BE,BE,0.01,
NSE,25240,600,SHUBHSHREE,SHUBHSHREE-SM,SM,0.05,
NSE,6451,1000,SHUBHLAXMI,SHUBHLAXMI-SM,SM,0.05,
NSE,17684,2000,SHRITECH,SHRITECH-SM,SM,0.05,
NSE,7200,1,SHRIRAMPPS,SHRIRAMPPS-EQ,EQ,0.01,
NSE,4306,1,SHRIRAMFIN,SHRIRAMFIN-EQ,EQ,0.05,
NSE,17186,1,SHRIPISTON,SHRIPISTON-EQ,EQ,0.1,
NSE,756406,1200,SHRIAHIMSA,SHRIAHIMSA-SM,SM,0.05,
NSE,3126,1,SHREYANIND,SHREYANIND-EQ,EQ,0.01,
NSE,11150,1,SHRENIK,SHRENIK-BE,BE,0.01,
NSE,5718,25000,SHREMINVIT,SHREMINVIT-IV,IV,0.01,
NSE,5726,25000,SHREMINVIT,SHREMINVIT-BL,BL,0.01,
NSE,7627,1,SHREERAMA,SHREERAMA-EQ,EQ,0.01,
NSE,10588,1,SHREEPUSHK,SHREEPUSHK-EQ,EQ,0.01,
NSE,20603,1000,SHREEOSFM,SHREEOSFM-SM,SM,0.05,
NSE,23074,150,SHREEKARNI,SHREEKARNI-SM,SM,0.05,
NSE,3103,1,SHREECEM,SHREECEM-EQ,EQ,5,
NSE,3099,1,SHREDIGCEM,SHREDIGCEM-EQ,EQ,0.01,
NSE,716,1,SHRADHA,SHRADHA-BE,BE,0.01,
NSE,11813,1,SHOPERSTOP,SHOPERSTOP-EQ,EQ,0.05,
NSE,11212,1,SHK,SHK-EQ,EQ,0.01,
NSE,13471,500,SHIVAUM,SHIVAUM-ST,ST,0.05,
NSE,804,1,SHIVATEX,SHIVATEX-EQ,EQ,0.01,
NSE,1497,1,SHIVAMILLS,SHIVAMILLS-EQ,EQ,0.01,
NSE,13756,1,SHIVAMAUTO,SHIVAMAUTO-EQ,EQ,0.01,
NSE,7016,1,SHIVALIK,SHIVALIK-EQ,EQ,0.05,
NSE,17752,1,SHILPAMED,SHILPAMED-EQ,EQ,0.05,
NSE,8398,1500,SHIGAN,SHIGAN-ST,ST,0.05,
NSE,14172,1000,SHERA,SHERA-SM,SM,0.05,
NSE,5072,1,SHEMAROO,SHEMAROO-BE,BE,0.01,
NSE,21099,1,SHEKHAWATI,SHEKHAWATI-BE,BE,0.01,
NSE,20415,2000,SHEETAL,SHEETAL-SM,SM,0.05,
NSE,17044,1,SHARIABEES,SHARIABEES-EQ,EQ,0.01,
NSE,104,1,SHAREINDIA,SHAREINDIA-EQ,EQ,0.01,
NSE,10530,1,SHARDAMOTR,SHARDAMOTR-EQ,EQ,0.1,
NSE,4992,1,SHARDACROP,SHARDACROP-EQ,EQ,0.05,
NSE,3078,1,SHANTIGEAR,SHANTIGEAR-EQ,EQ,0.05,
NSE,5650,1,SHANTI,SHANTI-EQ,EQ,0.01,
NSE,19755,1200,SHANTHALA,SHANTHALA-ST,ST,0.05,
NSE,20321,1,SHANKARA,SHANKARA-EQ,EQ,0.05,
NSE,15342,1,SHALPAINTS,SHALPAINTS-EQ,EQ,0.01,
NSE,714,1,SHALBY,SHALBY-EQ,EQ,0.01,
NSE,25574,1,SHAKTIPUMP,SHAKTIPUMP-EQ,EQ,0.05,
NSE,10684,3600,SHAIVAL,SHAIVAL-ST,ST,0.05,
NSE,8727,1,SHAILY,SHAILY-EQ,EQ,0.1,
NSE,11859,1,SHAHALLOYS,SHAHALLOYS-BE,BE,0.01,
NSE,20296,1,SHAH,SHAH-EQ,EQ,0.01,
NSE,29075,1,SGLTL,SGLTL-EQ,EQ,0.01,
NSE,13367,1,SGL,SGL-EQ,EQ,0.01,
NSE,5114,1,SGIL,SGIL-EQ,EQ,0.05,
NSE,19456,1,SGBSEP31II,SGBSEP31II-GB,GB,0.01,
NSE,5575,1,SGBSEP29VI,SGBSEP29VI-GB,GB,0.01,
NSE,149,1,SGBSEP28VI,SGBSEP28VI-GB,GB,0.01,
NSE,13209,1,SGBSEP27,SGBSEP27-GB,GB,0.01,
NSE,14252,1,SGBOCT27VI,SGBOCT27VI-GB,GB,0.01,
NSE,13981,1,SGBOCT27,SGBOCT27-GB,GB,0.01,
NSE,5960,1,SGBOCT26,SGBOCT26-GB,GB,0.01,
NSE,355,1,SGBOCT25V,SGBOCT25V-GB,GB,0.01,
NSE,304,1,SGBOCT25IV,SGBOCT25IV-GB,GB,0.01,
NSE,250,1,SGBOCT25,SGBOCT25-GB,GB,0.01,
NSE,834,1,SGBOC28VII,SGBOC28VII-GB,GB,0.01,
NSE,6518,1,SGBNV29VII,SGBNV29VII-GB,GB,0.01,
NSE,6355,1,SGBNOV26,SGBNOV26-GB,GB,0.01,
NSE,398,1,SGBNOV25VI,SGBNOV25VI-GB,GB,0.01,
NSE,540,1,SGBNOV25IX,SGBNOV25IX-GB,GB,0.01,
NSE,497,1,SGBNOV258,SGBNOV258-GB,GB,0.01,
NSE,458,1,SGBNOV25,SGBNOV25-GB,GB,0.01,
NSE,1342,1,SGBN28VIII,SGBN28VIII-GB,GB,0.01,
NSE,2810,1,SGBMR29XII,SGBMR29XII-GB,GB,0.01,
NSE,3742,1,SGBMAY29I,SGBMAY29I-GB,GB,0.01,
NSE,18972,1,SGBMAY28,SGBMAY28-GB,GB,0.01,
NSE,2891,1,SGBMAY26,SGBMAY26-GB,GB,0.01,
NSE,14598,1,SGBMAR31IV,SGBMAR31IV-GB,GB,0.01,
NSE,8401,1,SGBMAR30X,SGBMAR30X-GB,GB,0.01,
NSE,18451,1,SGBMAR28X,SGBMAR28X-GB,GB,0.01,
NSE,17202,1,SGBJUN31I,SGBJUN31I-GB,GB,0.01,
NSE,10232,1,SGBJUN30,SGBJUN30-GB,GB,0.01,
NSE,3743,1,SGBJUN29II,SGBJUN29II-GB,GB,0.01,
NSE,19078,1,SGBJUN28,SGBJUN28-GB,GB,0.01,
NSE,10261,1,SGBJUN27,SGBJUN27-GB,GB,0.01,
NSE,5113,1,SGBJUL29IV,SGBJUL29IV-GB,GB,0.01,
NSE,22242,1,SGBJUL28IV,SGBJUL28IV-GB,GB,0.01,
NSE,11154,1,SGBJUL27,SGBJUL27-GB,GB,0.01,
NSE,21477,1,SGBJUL25,SGBJUL25-GB,GB,0.01,
NSE,3800,1,SGBJU29III,SGBJU29III-GB,GB,0.01,
NSE,7879,1,SGBJAN30IX,SGBJAN30IX-GB,GB,0.01,
NSE,2003,1,SGBJAN29X,SGBJAN29X-GB,GB,0.01,
NSE,1920,1,SGBJAN29IX,SGBJAN29IX-GB,GB,0.01,
NSE,8308,1,SGBJAN27,SGBJAN27-GB,GB,0.01,
NSE,945,1,SGBJAN26,SGBJAN26-GB,GB,0.01,
NSE,17110,1,SGBJ28VIII,SGBJ28VIII-GB,GB,0.01,
NSE,22886,1,SGBFEB32IV,SGBFEB32IV-GB,GB,0.01,
NSE,2200,1,SGBFEB29XI,SGBFEB29XI-GB,GB,0.01,
NSE,17664,1,SGBFEB28IX,SGBFEB28IX-GB,GB,0.01,
NSE,8766,1,SGBFEB27,SGBFEB27-GB,GB,0.01,
NSE,7654,1,SGBDEC26,SGBDEC26-GB,GB,0.01,
NSE,729,1,SGBDEC25XI,SGBDEC25XI-GB,GB,0.01,
NSE,862,1,SGBDEC2513,SGBDEC2513-GB,GB,0.01,
NSE,795,1,SGBDEC2512,SGBDEC2512-GB,GB,0.01,
NSE,623,1,SGBDEC25,SGBDEC25-GB,GB,0.01,
NSE,22476,1,SGBDE31III,SGBDE31III-GB,GB,0.01,
NSE,13642,1,SGBDE30III,SGBDE30III-GB,GB,0.01,
NSE,15432,1,SGBDC27VII,SGBDC27VII-GB,GB,0.01,
NSE,7098,1,SGBD29VIII,SGBD29VIII-GB,GB,0.01,
NSE,11192,1,SGBAUG30,SGBAUG30-GB,GB,0.01,
NSE,5455,1,SGBAUG29V,SGBAUG29V-GB,GB,0.01,
NSE,22385,1,SGBAUG28V,SGBAUG28V-GB,GB,0.01,
NSE,12904,1,SGBAUG27,SGBAUG27-GB,GB,0.01,
NSE,18862,1,SGBAPR28I,SGBAPR28I-GB,GB,0.01,
NSE,13674,1,SFMP74GR,SFMP74GR-MF,MF,0.01,
NSE,13672,1,SFMP74GD,SFMP74GD-MF,MF,0.01,
NSE,13670,1,SFMP74DR,SFMP74DR-MF,MF,0.01,
NSE,13665,1,SFMP74DD,SFMP74DD-MF,MF,0.01,
NSE,13108,1,SFMP73GR,SFMP73GR-MF,MF,0.01,
NSE,13107,1,SFMP73GD,SFMP73GD-MF,MF,0.01,
NSE,13103,1,SFMP73DR,SFMP73DR-MF,MF,0.01,
NSE,13102,1,SFMP73DD,SFMP73DD-MF,MF,0.01,
NSE,12563,1,SFMP72GR,SFMP72GR-MF,MF,0.01,
NSE,12561,1,SFMP72GD,SFMP72GD-MF,MF,0.01,
NSE,12556,1,SFMP72DR,SFMP72DR-MF,MF,0.01,
NSE,12545,1,SFMP72DD,SFMP72DD-MF,MF,0.01,
NSE,10060,1,SFMP6GR,SFMP6GR-MF,MF,0.01,
NSE,10055,1,SFMP6GD,SFMP6GD-MF,MF,0.01,
NSE,10052,1,SFMP6DR,SFMP6DR-MF,MF,0.01,
NSE,10051,1,SFMP6DD,SFMP6DD-MF,MF,0.01,
NSE,10882,1,SFMP64GR,SFMP64GR-MF,MF,0.01,
NSE,10881,1,SFMP64GD,SFMP64GD-MF,MF,0.01,
NSE,10880,1,SFMP64DR,SFMP64DR-MF,MF,0.01,
NSE,10879,1,SFMP64DD,SFMP64DD-MF,MF,0.01,
NSE,8651,1,SFMP61GR,SFMP61GR-MF,MF,0.01,
NSE,8648,1,SFMP61GD,SFMP61GD-MF,MF,0.01,
NSE,8647,1,SFMP61DR,SFMP61DR-MF,MF,0.01,
NSE,8645,1,SFMP61DD,SFMP61DD-MF,MF,0.01,
NSE,5602,1,SFMP50GR,SFMP50GR-MF,MF,0.01,
NSE,5595,1,SFMP50GD,SFMP50GD-MF,MF,0.01,
NSE,5593,1,SFMP50DR,SFMP50DR-MF,MF,0.01,
NSE,5592,1,SFMP50DD,SFMP50DD-MF,MF,0.01,
NSE,5500,1,SFMP49GR,SFMP49GR-MF,MF,0.01,
NSE,5499,1,SFMP49GD,SFMP49GD-MF,MF,0.01,
NSE,5498,1,SFMP49DR,SFMP49DR-MF,MF,0.01,
NSE,5497,1,SFMP49DD,SFMP49DD-MF,MF,0.01,
NSE,5329,1,SFMP48GR,SFMP48GR-MF,MF,0.01,
NSE,5325,1,SFMP48GD,SFMP48GD-MF,MF,0.01,
NSE,5324,1,SFMP48DR,SFMP48DR-MF,MF,0.01,
NSE,5319,1,SFMP48DD,SFMP48DD-MF,MF,0.01,
NSE,5183,1,SFMP47GR,SFMP47GR-MF,MF,0.01,
NSE,5181,1,SFMP47GD,SFMP47GD-MF,MF,0.01,
NSE,5180,1,SFMP47DR,SFMP47DR-MF,MF,0.01,
NSE,5179,1,SFMP47DD,SFMP47DD-MF,MF,0.01,
NSE,3361,1,SFMP43GR,SFMP43GR-MF,MF,0.01,
NSE,3358,1,SFMP43GD,SFMP43GD-MF,MF,0.01,
NSE,3355,1,SFMP43DR,SFMP43DR-MF,MF,0.01,
NSE,3354,1,SFMP43DD,SFMP43DD-MF,MF,0.01,
NSE,3166,1,SFMP42GR,SFMP42GR-MF,MF,0.01,
NSE,3163,1,SFMP42GD,SFMP42GD-MF,MF,0.01,
NSE,3160,1,SFMP42DR,SFMP42DR-MF,MF,0.01,
NSE,3157,1,SFMP42DD,SFMP42DD-MF,MF,0.01,
NSE,9522,1,SFMP1GR,SFMP1GR-MF,MF,0.01,
NSE,9523,1,SFMP1GD,SFMP1GD-MF,MF,0.01,
NSE,9517,1,SFMP1DR,SFMP1DR-MF,MF,0.01,
NSE,9516,1,SFMP1DD,SFMP1DD-MF,MF,0.01,
NSE,28093,1600,SFML,SFML-ST,ST,0.05,
NSE,12941,1,SFLZC26A,SFLZC26A-ZC,ZC,0.01,
NSE,19184,1,SFL,SFL-EQ,EQ,0.05,
NSE,18024,1,SETUINFRA,SETUINFRA-BZ,BZ,0.01,
NSE,7353,1,SETFNN50,SETFNN50-EQ,EQ,0.01,
NSE,7361,1,SETFNIFBK,SETFNIFBK-EQ,EQ,0.01,
NSE,10176,1,SETFNIF50,SETFNIF50-EQ,EQ,0.01,
NSE,17272,1,SETFGOLD,SETFGOLD-EQ,EQ,0.01,
NSE,17395,1,SETF10GILT,SETF10GILT-EQ,EQ,0.01,
NSE,17518,1,SETCO,SETCO-BE,BE,0.01,
NSE,3066,1,SESHAPAPER,SESHAPAPER-EQ,EQ,0.05,
NSE,5507,1,SERVOTECH,SERVOTECH-EQ,EQ,0.01,
NSE,17399,2000,SERVICE,SERVICE-SM,SM,0.05,
NSE,14296,1,SEQUENT,SEQUENT-EQ,EQ,0.01,
NSE,15308,1,SEPC,SEPC-EQ,EQ,0.01,
NSE,4378,1,SENSEXIETF,SENSEXIETF-EQ,EQ,0.01,
NSE,19224,1,SENSEXETF,SENSEXETF-EQ,EQ,0.01,
NSE,17613,1,SENSEXADD,SENSEXADD-EQ,EQ,0.01,
NSE,28888,1,SENORES,SENORES-EQ,EQ,0.05,
NSE,17271,1,SENCO,SENCO-EQ,EQ,0.05,
NSE,11964,1,SEMAC,SEMAC-BE,BE,0.05,
NSE,6274,1,SELMC,SELMC-BE,BE,0.01,
NSE,30109,1,SELECTIPO,SELECTIPO-EQ,EQ,0.01,
NSE,13598,1,SELAN,SELAN-EQ,EQ,0.05,
NSE,18264,200,SEL,SEL-SM,SM,0.05,
NSE,7091,1,SEJALLTD,SEJALLTD-EQ,EQ,0.05,
NSE,21321,25000,SEITINVIT,SEITINVIT-IV,IV,0.01,
NSE,21324,25000,SEITINVIT,SEITINVIT-BL,BL,0.01,
NSE,11062,1,SECURKLOUD,SECURKLOUD-BE,BE,0.01,
NSE,19496,1,SECMARK,SECMARK-EQ,EQ,0.01,
NSE,13032,6250,SECL,SECL-ST,ST,0.05,
NSE,2616,1,SEAMECLTD,SEAMECLTD-EQ,EQ,0.05,
NSE,25531,1000,SDREAMS,SDREAMS-ST,ST,0.05,
NSE,3022,1,SDL26BEES,SDL26BEES-EQ,EQ,0.01,
NSE,1338,1,SDBL,SDBL-EQ,EQ,0.01,
NSE,12072,1,SCPL,SCPL-EQ,EQ,0.05,
NSE,19469,1000,SCML,SCML-SM,SM,0.05,
NSE,21008,1,SCLZC26G,SCLZC26G-YA,YA,0.01,
NSE,21003,1,SCLZC26F,SCLZC26F-Y9,Y9,0.01,
NSE,20088,1,SCLZC26E,SCLZC26E-NP,NP,0.01,
NSE,20082,1,SCLZC26D,SCLZC26D-NO,NO,0.01,
